,Allow me to edit mt reportee's goals,Check my goals,Display goals and their weightages,Goals or Kra,How do I find my goals,How to find my KRA,I want to check my goal weightages,I want to see Naveen's Goal Sheet,I want to see my Goal Sheet,I want to view my goals,KPI,KRA,KRA data,KRA records,KRA show,KRA view,My goals for this year,Observe my goal,Open Vivek's appraisal page,Open my appraisal page,Open my performance Page,Performance goals,Show Shilpi's Goals,Show me the goals assigned to my reportees,Show my Goals,Show my competencies,Show my goals,Show my reportee's competencies,Show my reportee's goals,Take me to my goals,Update Sambit's achievement,Update achievement,View Vivek's goals,View my Targets,View my goals,What is my KRA,Where are my goals,Where can I find goal descriptions,access my goals,can i edit my goals,can you tell me how to edit my goals,check goals,check my goals,check vivek's performance goals,display goal,display my goal,evaluate my goal,evaluate my kra,find my goals,finding KRA,finding goals,give me my goals,give my goals,goal,goal dashboard,goal data,goal display,goal records,goal section,goal set by me,goal set by my manager,goal show,goal view,goal view page,goal view screen,goals set by manager,goals set by me,goals tab,h1 okr,have I achieved my goal,have I met my KRA,have I met my goal,have I reached my KRA,have I reached my goal,have I realized my goal,how can I see the goals,how can i edit my goals,how many goals do i have this year?,how to download kra report,i want see sahith's goals,i want to see goals,kpr,kra dwonload,kra section,let me edit my goals,list down my goals,look into my goals,look into my kra,mandatory field in kra sheets,my KPI,my goal data,my goal list,my goal records,my target,observe my kra,page having my goals,performance cycle,performance goals,please edit my goals,read my KRA,read my KRAs,read my goals,retrieve goals,sahith's goals,show my KRA,show my KRAs,show my goal dashboard,submit Objective & key results,view goals,view rohit goals,view sanjay goals,view sanjay's goals,vivek's goals,watch my KRa,watch my goals,what are ashok goals,what are my goals,what are sahith's goals,what goals to achieve,where are my goals,where can I find my goals,where can i see sahith's goals,where is goal,where is the goals tab,which goals to achieve
h1 okr,0.9288045101679623,0.7484856092474437,0.8762249310691096,0.7199825858061738,0.9925521870615822,0.8543474928902822,0.8690759747693189,0.8789623094139684,0.8519879872278197,0.8955368637047769,0.7386662963259711,0.6898142000758269,0.8004645471622747,0.759070872316914,0.7974558524189672,0.7753466607613454,0.8802420914796543,0.7921190184773801,0.8651571482399134,0.8814201756329024,0.9634291937002578,0.8796107345585832,0.8840435605471899,0.8863691154405193,0.7858259124261326,0.833188565600942,0.7858259124261326,0.9426225190839642,0.9017302402271787,0.8415125575804839,0.8991713862687367,0.8767841999819109,0.8767340111243339,0.9791321277803533,0.8843244472636087,0.7580423896910703,0.8651902611435216,0.9188684626252294,0.9402079724207563,0.9281653179010771,0.8957593991411424,0.7728416870237935,0.7484856092474437,0.8673132493750285,0.8252621371191777,0.8172844350683454,0.8442995114794574,0.7822949690545373,0.9211185593113637,0.7648576215120673,0.9094849759346615,0.8084508898894343,0.745653405835849,0.7254079002103921,0.8630341131314486,0.8740716436444722,0.8801006148181723,0.8826642928421673,0.8044295016176204,0.8152691592846466,0.9037245377904624,0.8413304755753438,0.843172119449886,0.8913788969951235,0.9160973051086334,0.9569050345397969,0.8779931204851709,0.7929694918066151,0.0,0.832748407666932,0.7754928464268634,0.848546986401969,0.8018873554224891,0.8576212984327048,0.8777510894357372,0.8698775685000977,0.9338471433945639,0.8610019811043765,0.8719787702868333,0.8783970497188783,0.8222330990506859,0.6833940088754761,0.6910430446202671,0.7315314580731869,0.8039114635531635,0.8211336813417758,0.7632464202050357,0.6860928042532789,0.8497523477854191,0.7786365378270439,0.8452941248630353,0.8464398187178459,0.8212955249352198,0.8215853572175996,0.7112155804099725,0.8501777475127712,0.929164399689481,0.8796107345585832,0.7580291072440197,0.654103408373603,0.7375536753823932,0.7319389176745161,0.8754996489047703,0.8906808962055798,0.6905614009490552,0.7764063207651858,0.9003917299394272,0.8303290023133951,0.8719743057215605,0.8409583706794392,0.812184628055703,0.8636044750243458,0.8442016270839413,0.7042217019376201,0.7537106870479686,0.8682646957049489,0.8737119281525443,0.926707914818985,0.9153032692288534,0.8651902611435216,0.9887919739644079,0.925206654516985,0.8819943666789932,0.884580805861381,0.9185883559702641
have I achieved my goal,0.7197057154969673,0.4214748988464184,0.7733411407115959,0.7584696276595578,0.49235749469850354,0.8144422494853583,0.6732772984897939,0.8671354788176586,0.7356258298450349,0.5898245001793863,0.8794795052737826,0.9211424852198115,0.9109226484602349,0.9360853298101297,0.942585483591957,0.9130055491549173,0.5053423615498551,0.384769555825742,0.8526330265123861,0.8228818090911938,0.7722991870321276,0.5873237019190056,0.6410916289498731,0.6370507865819539,0.4247182819428441,0.6688159039206749,0.4247182819428441,0.8344704149272196,0.6252332967220289,0.5881246839247685,0.6754837202837358,0.6057136537380343,0.6586169119197846,0.7953760425398397,0.47151069072603524,0.8208712331667423,0.3738436050191576,0.6710108817808721,0.543255951151435,0.585983006055435,0.5095585827115393,0.6929977140063794,0.4214748988464184,0.6241277278366602,0.724571398323864,0.6091187919466828,0.29225467201013966,0.695213151988386,0.4209308249495295,0.8314424761659449,0.4513879135959111,0.5231303860747465,0.4912270424621844,0.6329743405193788,0.6186277945933537,0.617614166572418,0.7408794879883204,0.7484650661828013,0.7143263543907656,0.41557035975227374,0.5418862422152999,0.7425936187571112,0.6341061732280213,0.6235024474306248,0.7736489590241089,0.6519826746219151,0.4106502259879541,0.7133961320336839,0.832748407666932,0.0,0.6640196111425176,0.0308159304551745,0.49166719776392864,0.053046502490178615,0.06893099557822624,0.7341113399680806,0.5793362467647407,0.5989569346360023,0.9704017914908573,0.7982288609215062,0.7642835493429552,0.8882736816480054,0.8874522021834438,0.8860303557235761,0.5049183327923372,0.4479961856013447,0.5063321627367983,0.8402397543505584,0.9928904016136868,0.8102380314310937,0.4791730793427792,0.4923625763994286,0.5884329600930613,0.643910777170153,0.7903114600536845,0.5144886771444069,0.7791239523621528,0.5873237019190056,0.4498665689241771,0.77896544986519,0.7480308799636775,0.48982764170503823,0.6854037851152752,0.7143194593785763,0.8439355769355021,0.8244817603263342,0.5764356741971622,0.6645762201597081,0.5947605262168371,0.7980393255944914,0.613325119776597,0.6378472679439116,0.6680936942180848,0.8855638742460814,0.6987484509196027,0.5882956942480646,0.40843308367253706,0.7146039972396917,0.38545096855417216,0.3738436050191576,0.4972072680857602,0.7975851740133811,0.6471185371224993,0.7275122965720904,0.41082493636994155
have I met my KRA,0.8831279514518653,0.7865449170843026,1.0370011775911707,0.5601869645663003,0.8491592912439228,0.42277357712448593,0.980658486875058,0.9163239681248221,0.8762331912667631,0.9245656843547455,0.699278387942482,0.29045433176142677,0.42322013192033014,0.45451386872945587,0.4045478957075227,0.45902440883029516,0.8957089127932172,0.7805497918801714,0.8694266695954661,0.8576757431722123,0.980226746701578,0.8796433179283718,0.8470956657481643,0.8930667232659056,0.8139493487211507,0.8196746483347016,0.8139493487211507,0.9066684748978872,0.9102662851408915,0.8095574883953258,0.8803810386643424,0.9189510637840896,0.8989084824606365,0.8715044943785262,0.8471103380236416,0.3008667477331206,0.7550777029757124,0.9595410016474987,0.8685748396665892,0.9191808554185894,0.9298970227508628,0.8905394145320764,0.7865449170843026,0.8875425910889135,0.9798570685296646,0.923908978102881,0.827138816638052,0.4111076627591924,0.7829204709127048,0.3092636867827152,0.8219306019617745,0.8854589018794087,0.8358722546665304,0.8692553756591503,0.9078767148352195,0.9217418989176669,0.953841132206544,0.9312469131528852,0.9089316015326285,0.8139316673642338,0.8760106826726239,0.9330092552106033,0.8855631713366265,0.98200823300621,0.9986931566603359,0.9450293577839916,0.8001411246850392,0.9456011134869566,0.7754928464268634,0.6640196111425176,0.0,0.6686619324528783,0.19866713650769674,0.6700892244418778,0.6264236139830817,0.9878133906243278,0.9484497614791964,0.8964362463876834,0.612275610511579,0.9319533355253584,0.9678430890777399,0.6902790346527452,0.5247298751655979,0.3829387932902272,0.8606882825881521,0.8517977885891885,0.7902449346109801,0.39424213651785,0.685000411952691,0.6800813156288638,0.8736353940901876,0.8348883504930658,0.8249419859092466,0.7125917368951327,0.2344136601941197,0.8458013402174744,0.9102461796378415,0.8796433179283718,0.8529085707197575,0.3348034980875847,0.5096459324938087,0.8017039667693366,0.9154275666047422,0.9136379163014617,0.30481151162535036,0.5376276022362976,0.9064963870126876,0.8496453473892822,0.8927784287289594,0.8849320717700389,0.8000679171987198,0.8244892956289127,0.9202538335289135,0.3254718726225666,0.8020982026829687,0.8664755234024933,0.8162816695115722,0.9027721161889622,0.8680772493450619,0.7550777029757124,0.8644275454317397,0.9405936749155809,0.9027562108788284,0.9923088737446695,0.8817700785976468
have I met my goal,0.7300244832090526,0.4290991093043751,0.7695225561082555,0.7663523515352059,0.4933252964370052,0.8247137902532129,0.6605261530083728,0.9049972666731231,0.7825505328881344,0.6329538747674043,0.8786078705461386,0.9310679958019261,0.9050902596955355,0.9458697278019084,0.9519724323700619,0.9268623959088524,0.48079391369035895,0.42468835124945914,0.8648300666824905,0.8387287962259931,0.7835804974537381,0.5912107565539775,0.662061787359158,0.6587400811582066,0.46679607903798126,0.7071908851523889,0.46679607903798126,0.8432351171428892,0.6365969612691134,0.5909200387590612,0.7048571790904995,0.6378319259974059,0.6777213151169033,0.8262668031732042,0.49697084572151207,0.8200499972560411,0.3812956559661358,0.6909634018688893,0.5702513115853908,0.6108710254181683,0.5264947081820108,0.7207163502748912,0.4290991093043751,0.6213157845884009,0.7871780962588761,0.6683449298583652,0.29251345309396604,0.6808574116285434,0.43043405376410737,0.8301369301558164,0.4610960386687559,0.5384260863699641,0.519415113021213,0.6746430252487282,0.6230043991130143,0.6275547214715516,0.7873165007586551,0.7629024306231629,0.744063953102235,0.43893248996224155,0.5409193315301029,0.777849146619719,0.6621336276547809,0.6346283911417729,0.8022163107269243,0.6516336361052666,0.42973980376299503,0.7342289404337978,0.848546986401969,0.0308159304551745,0.6686619324528783,0.0,0.4754980944232301,0.02950793529609297,0.07679953415784169,0.7778663156566625,0.5998878961421837,0.5852887735075829,0.9831610496812115,0.8233827441298357,0.80012475808023,0.9101343353254217,0.8986452901900178,0.8933328196336722,0.5283861936056224,0.4419082440523784,0.5234787830465946,0.8620490142068999,0.9937008154237938,0.8063809084884134,0.47854967392804193,0.4845227934888583,0.6020253100452033,0.6490622000964186,0.8251431941611848,0.5411099031349692,0.7851538132512306,0.5912107565539775,0.45541810051619136,0.7899977302221153,0.7585136636060206,0.5045984410227029,0.7285870177395732,0.7256751381470623,0.8774047508186814,0.8597347153091222,0.5924005939335808,0.6904425855341669,0.6117489047977513,0.845457269066419,0.6381482226312805,0.6621283707198475,0.683555142075084,0.8999725422380589,0.7240863072159032,0.6032975198474313,0.40822971803098873,0.7204056265187948,0.38429193657003824,0.3812956559661358,0.5096635356920485,0.8277287989521228,0.6844504963354414,0.75899860056894,0.4092377396550818
have I reached my KRA,0.8963452443646113,0.6556245452041254,0.9749475376586921,0.5099090486780808,0.714766315105709,0.3575042826842455,0.8032077438032121,0.9143286904511846,0.8488451143792567,0.8150077412709809,0.6720650455068891,0.39732964623949385,0.44298167555914714,0.5465904534634687,0.5057592086012628,0.5352299074854759,0.7435425050077014,0.6810154277021658,0.8533622621211889,0.8271823760397574,0.859527716079611,0.8139234892768217,0.7897022678306189,0.8666344138656987,0.7271460326890054,0.8114084079010956,0.7271460326890054,0.9375829994365182,0.8867800139759557,0.7467785222278855,0.785142084968101,0.7843323158002167,0.838370361347979,0.8847950689587362,0.748738244628798,0.2691367190339484,0.6152787625492897,0.9192424854494718,0.7569995775945759,0.7960631560882216,0.7862404565940501,0.8111758769326436,0.6556245452041254,0.7680110191165808,0.9582494206076515,0.8634926217543009,0.6503202328244152,0.3077675041813168,0.6727395308054382,0.3146829543582249,0.7231725051591362,0.7424709933807503,0.7358306874867185,0.8532562089360856,0.8371106513919437,0.8801251726742121,0.9327251873251686,0.9112722763960934,0.9032033237119073,0.7319275749127474,0.7882375613747434,0.9144704251535216,0.8745657621017227,0.910915919753189,0.9422205929272147,0.8768817388612588,0.7188686263984962,0.895950861408163,0.8018873554224891,0.49166719776392864,0.19866713650769674,0.4754980944232301,0.0,0.43306290607611964,0.49512806445025814,0.8810369852163301,0.8203837450234939,0.7226302672206173,0.623143013600804,0.8611380643185882,0.8969969348073108,0.7314276059628491,0.555377008801409,0.4546860472643738,0.7408881759173673,0.7329411277503851,0.7087553448191344,0.37416731180709484,0.7015827048923122,0.6014020868223504,0.7680630281236309,0.757142786694921,0.768579711388367,0.7733269684365284,0.31692468153850595,0.7855780619817863,0.7782203304499374,0.8139234892768217,0.7251505847928792,0.33828205043258264,0.4494549912461767,0.7068475005573206,0.8659884961840744,0.8501011336610791,0.38008589058855036,0.514225746299513,0.7999125387273673,0.8063406360291293,0.8633482312686748,0.8660970541204023,0.7832114504398945,0.8084044700931514,0.868546082676251,0.3947430783104525,0.7834845802740675,0.80164981256061,0.677089689708283,0.8723165699188192,0.7479313057878083,0.6152787625492897,0.7294412896793389,0.8710969076220216,0.8790891298725028,0.8953235739131412,0.7406935655440055
have I reached my goal,0.7397670269678173,0.4032617125775595,0.7644319237514003,0.7503098096780805,0.5068813818215161,0.8149093234903034,0.6435685990439155,0.889595065237833,0.7640641935101349,0.6241392546867988,0.8832406552586589,0.9355614946872617,0.9146595221232927,0.9373635656805674,0.9540143421653792,0.9313129686549012,0.47335753070849473,0.4188324088835078,0.8572659315683265,0.8382024770459804,0.7858516385800316,0.6308559319911105,0.6730218788688411,0.6805161108153202,0.4785365391309012,0.7526473280812591,0.4785365391309012,0.8979713745967057,0.6725221211008959,0.5933164242035576,0.6626379380990997,0.600299110363488,0.6844830971353135,0.8220439723079496,0.49655087305910794,0.8128296235024719,0.3762624013841317,0.7060330753468025,0.5563340348237069,0.5894575726306672,0.5166545222557275,0.7068874304274539,0.4032617125775595,0.6310689121681373,0.7914702483226876,0.6662106762375312,0.33196837851591965,0.7076330284077784,0.4475578661505283,0.8274938783966355,0.4909581635224036,0.5388235026757443,0.524133734859471,0.6584376620882308,0.6180921864678377,0.646415162616624,0.7926162590077758,0.7417691552268032,0.7414289055533569,0.4179686088609488,0.5400120616486395,0.7756469910676478,0.6700515412375718,0.6403953848105537,0.7940842323132007,0.6673050318386453,0.4340677954259238,0.7167801686342832,0.8576212984327048,0.053046502490178615,0.6700892244418778,0.02950793529609297,0.43306290607611964,0.0,0.10808465747849827,0.7533459616496012,0.5829461022616551,0.5517357308130755,0.9840865408242508,0.8006271446730018,0.7867065152103615,0.9237121804615714,0.8905692535339105,0.8962670816114209,0.5069199975448673,0.45947087206675286,0.5210735025708078,0.8502543068200976,0.9881353113981994,0.7944530364188302,0.48857256454686804,0.5008862096860882,0.5781672883407007,0.644414441347783,0.8194205880747771,0.5434703445569836,0.7848662462935319,0.6308559319911105,0.43908496536428354,0.7883002173670355,0.757881489200698,0.4971189410678791,0.7188790964236289,0.7222725337999787,0.8710830229825918,0.8578473012776936,0.581912973428699,0.7208228726397667,0.6373054823789958,0.8320498774864754,0.6557775409693201,0.6812440546476295,0.6913214749324934,0.8902200669833275,0.7176578471896928,0.6255274788673768,0.43678038840900146,0.7272426127468858,0.4266474465274229,0.3762624013841317,0.5069662255103412,0.8010520584718982,0.6657117640215284,0.7250758973048212,0.44611244734894284
have I realized my goal,0.7180122706598111,0.48115935807768684,0.8220447751020398,0.7921069994512997,0.4493692108127547,0.855931752046444,0.7959730203164808,0.8984705263665157,0.7833276316668484,0.6454016360179295,0.9151074556928872,0.9427605847725544,0.9407878221722612,0.9600967178991393,0.9678833822068037,0.9250270802845446,0.5310590406059446,0.4281107654583831,0.8940817670222021,0.8709795618294817,0.8557533005613834,0.6084592126015618,0.6461930913064489,0.6872945137393875,0.45505751109805725,0.6971390593801321,0.45505751109805725,0.849298858979141,0.642031811880299,0.6019029263133363,0.7436503082483896,0.6909279166644318,0.6674405509535717,0.8107064725120879,0.4961781778034363,0.8732732252378489,0.35621027503282177,0.7010131167804846,0.5549777763048305,0.5823573547806647,0.5483078308681093,0.7620342020577222,0.48115935807768684,0.6651606288629437,0.7885041451321754,0.6720046399721457,0.3230067060636933,0.7528373839288404,0.3763961541880878,0.8507173097398162,0.40206021432602446,0.5399729253367582,0.5337847583106798,0.6820832275472573,0.6391139334336104,0.6488207439628098,0.8022004887532828,0.7950043876255075,0.7533842366475691,0.43085514135318626,0.5389706421857701,0.798040542192613,0.632055458031393,0.6646998903125787,0.793510840655281,0.6397600957731626,0.4046217479305835,0.7509526502979452,0.8777510894357372,0.06893099557822624,0.6264236139830817,0.07679953415784169,0.49512806445025814,0.10808465747849827,0.0,0.7944219951461231,0.5981631914869653,0.6601709338830417,1.0179709883059405,0.8283323034246795,0.8067084016424793,0.9273859833231356,0.9327335840371151,0.9119201773226414,0.5266997488399541,0.45076457530391834,0.5164842440381976,0.8791818178783357,1.0324802657083216,0.8754566473670304,0.5372271748150752,0.5284839287031365,0.6427149829239682,0.6627558823571085,0.8065917545365526,0.5221552520749488,0.8097917275742529,0.6084592126015618,0.47375899080918915,0.8106317650047509,0.7787576575999127,0.5159822611138214,0.7038681186044722,0.7451230977593962,0.8866973410880108,0.8746785590387764,0.60505456451191,0.7275563728287547,0.5847198484351775,0.8288562240450681,0.6228310685548393,0.6432998904538864,0.6901696045722324,0.8965751494400799,0.7328233386135266,0.5778196913986869,0.39334347769037226,0.7064552525045513,0.3757567751703148,0.35621027503282177,0.4795710237144374,0.8316582429992014,0.6799035382179737,0.7580086797021645,0.4050928114155862
how can I see the goals,0.7605836261488621,0.43274520885657974,0.5066600114132926,0.526115292355086,0.5789589590733559,0.7187705914017531,0.61156593736829,0.5206690519066188,0.3606190228918207,0.23547663900346638,0.8697824097349959,0.9229921630502267,0.8740920936105947,0.9444623307411326,0.9028871759118124,0.7385674741939763,0.7223322677216693,0.48475508142058843,0.7672793846246151,0.8240591551374137,0.6821717021108081,0.725165483925142,0.6952124134272208,0.5304716578663587,0.4047536307859536,0.8350289525572296,0.4047536307859536,0.927863648922988,0.6473752555717277,0.6904160683153568,0.8223664615282329,0.7648135930549552,0.47725337031508097,0.5201114501309754,0.3103520136817245,0.8698703466499852,0.4469896481564075,0.4347390312290662,0.4455130886606389,0.5474505490305952,0.4378094453025363,0.29229806914945233,0.43274520885657974,0.6038075154271809,0.39830055402713627,0.3257119183272028,0.6238985563057071,0.8410483717663063,0.5778018058781993,0.8525979438581098,0.5527120992891745,0.5674362097740455,0.4499561658974317,0.5405182598292462,0.4383507408821411,0.5755126055020119,0.42575747440775025,0.5748464108205329,0.46380936896117475,0.5973353669206412,0.7722107236296546,0.42385165209739073,0.5031778821776118,0.427268770504019,0.36720865819644977,0.7116045055785756,0.6184550444578546,0.3607000808170563,0.8698775685000977,0.7341113399680806,0.9878133906243278,0.7778663156566625,0.8810369852163301,0.7533459616496012,0.7944219951461231,0.0,0.47343775654446074,0.5416496257205788,0.7729012133329821,0.48679829391241736,0.2200315740558363,0.7791454904542418,0.8802380449641285,0.8501452464393511,0.46478475218310766,0.6185653642154936,0.4354226533646518,0.7542480489633725,0.9932852725232708,0.8399277747939677,0.5680040842711258,0.6308954908682324,0.5634238870138533,0.7754966559314216,0.8275583843146826,0.5886335174425841,0.8499063312279711,0.725165483925142,0.5063433398400349,0.8325341278286058,0.8145423328511571,0.40541176635118525,0.42970674946572573,0.6488052710808991,0.7900205931123255,0.7415378399240883,0.43369329616689933,0.7812411754194747,0.5518246860568842,0.4101462672817914,0.6878025759708006,0.7341127720867027,0.5987566422233623,0.8196143304981361,0.40381162302913387,0.8202939293389647,0.6810134839430205,0.8239788198049897,0.6901549021850706,0.4469896481564075,0.4808526230148318,0.39905831230356226,0.47929762544527976,0.2734903228756441,0.6972891655212776
how can i edit my goals,0.4060518349830552,0.4680074136620358,0.6180404667442625,0.679686063237095,0.3758700312504394,0.7681705113456937,0.6088692003982006,0.8071408799109029,0.6258492585004481,0.31611629881672243,0.9597289120224437,0.9741118103288153,0.9679341849649271,0.9889485813088145,0.9950703468760915,0.9096838108334226,0.5445249989744477,0.4076817293073206,0.9138389796205683,0.8384781368661721,0.7170680118693773,0.5351461627438364,0.7191144672914846,0.5140901555744256,0.3867242400356664,0.8628043965069889,0.3867242400356664,0.9459713083282689,0.5685497474158923,0.5859790532382703,0.6400674821173531,0.5247242720673119,0.6613129869149716,0.6279382767052393,0.2832343904488063,0.9026965836622295,0.37126354422740626,0.4167390561415897,0.2578726685178906,0.10104146332836084,0.03881162033558172,0.600620077028137,0.4680074136620358,0.6935938852588077,0.6665929884435937,0.5145445007983576,0.47334625685098897,0.8769107257121317,0.35440118329158565,0.9049144186507863,0.356532839571263,0.476549827310387,0.4409856280685741,0.6721647191963678,0.45231604344832654,0.5202638410312375,0.7571212128735239,0.6961839773184599,0.597111941744841,0.4186965569639618,0.5101145244728837,0.6896639305573626,0.5218303572531864,0.4556313450729108,0.5862988298487816,0.5128675752054248,0.34994717761724325,0.5074079735123262,0.9338471433945639,0.5793362467647407,0.9484497614791964,0.5998878961421837,0.8203837450234939,0.5829461022616551,0.5981631914869653,0.47343775654446074,2.220446049250313e-16,0.6502605727515123,0.9004241009545635,0.7270995487514897,0.5859759652870021,0.9280531884572291,0.9822524409951185,0.8943083124855713,0.11369381652012078,0.4241358914026073,0.45321401607597933,0.8554654974775362,0.9635474796327186,0.8406801292250592,0.41046524395161377,0.4489946608807226,0.5744908360322011,0.6951767618652485,0.9089849802310124,0.4302345898307973,0.8422828454160747,0.5351461627438364,0.24910717480179145,0.8475935299047151,0.8389844659496835,0.4090114375266102,0.49700275139036854,0.7731578009350508,0.9434150759651628,0.8732030443725618,0.3811364453428747,0.7321911276546567,0.47102687732536974,0.7630063085443931,0.6556473135346199,0.7056568131703376,0.7250116962794589,0.9113569697383002,0.6316516216416681,0.6399400110784661,0.4898681143858321,0.7611122406507679,0.41764112396173037,0.37126354422740626,0.30530496169085275,0.7073299942037592,0.5460608179010185,0.37336539792653145,0.4300646446169625
how many goals do i have this year?,0.8680724304488265,0.3606305751503932,0.6299194590371139,0.5516148543270104,0.6045984957673165,0.7799513214491312,0.697858322645937,0.6866154862830408,0.5133465641242598,0.5166105172562222,0.8084994690768351,0.9308653435436202,0.8917421091487386,0.9549151871875622,1.0247536907021024,0.9316266741486374,0.5045758079543368,0.6135052783862287,0.8257949778376196,0.8258108370835444,0.810257055481014,0.7486023085412243,0.8113216504260645,0.7034638659775767,0.5453319572700972,0.8164940835288593,0.5453319572700972,0.9249386540390336,0.7441746648891516,0.6891459076093807,0.7619558343196238,0.6681821244874846,0.6238292180412415,0.819127831482606,0.4844834409370249,0.790397551316055,0.4713701378157088,0.6781006773244382,0.594941952022374,0.6622344804782376,0.6061105502171433,0.4481045858550432,0.3606305751503932,0.6303138808548785,0.622200685726888,0.5402201629870604,0.5566773736078248,0.7689969130612566,0.5600686199618206,0.9024674831979913,0.6083131496901573,0.5202240090705252,0.47195075794723484,0.5803771342544526,0.6230701889085517,0.6639494836115768,0.6210454506740445,0.4976940879358914,0.6922667447909524,0.5843263737442224,0.7379645152537766,0.6853042600211148,0.6988022809265333,0.710681691094031,0.7019803124066197,0.7524567706889491,0.5849871978544898,0.5431119321975176,0.8610019811043765,0.5989569346360023,0.8964362463876834,0.5852887735075829,0.7226302672206173,0.5517357308130755,0.6601709338830417,0.5416496257205788,0.6502605727515123,0.0,0.9404034702941715,0.6583270256196381,0.49639354237450617,0.7972067501318105,0.9294518215078016,0.9489234354964399,0.560992539312821,0.528309824271316,0.4617303304099797,0.7577201650342504,0.9559522589915913,0.6795081265283656,0.604917432740613,0.6172620858381499,0.4161727398898265,0.8107841272423124,0.889689821174555,0.7223017193456114,0.8731339082566295,0.7486023085412243,0.5154736959790904,0.7944180689974516,0.8007924511243162,0.45824862341956396,0.6654475887949425,0.675044398112095,0.8759353588629286,0.864419365831321,0.65813740750192,0.8378506332835212,0.7871715492728796,0.6820075932971118,0.811686196466059,0.818312388732691,0.6473174431199229,0.8553311516146204,0.4980900524452887,0.9017507375520841,0.5767023167811278,0.8351133295223665,0.6883532728919437,0.4713701378157088,0.5536451398951936,0.6230552405334516,0.6843994846938359,0.5818745552050142,0.7152284392062885
how to download kra report,0.7865484917738438,0.9089472955326183,0.9817697044525863,0.6849563010463707,0.9248394049011197,0.3543600350484003,0.7417449647692953,0.7461971529568977,0.6902349779481731,0.7064324911409965,0.7599120864782102,0.48234819400640994,0.3773422865150706,0.5686979232483722,0.5691313270928199,0.5519433295661339,0.9338658750681541,0.904629547216454,0.8026418171530885,0.7072282674837307,0.6993518873556627,0.931986757369713,0.957693311137198,0.6562528091084996,0.9090295488000082,0.9070802417398902,0.9090295488000082,0.7760544589834307,0.7590896321890546,0.9537266423352412,0.850422019593761,0.8946418346284195,0.9413341255347397,0.7630565129847532,0.8146752935929784,0.46643519441250014,0.9250584305698358,0.8085216733643762,0.7846539216245448,0.958982976604413,0.8869113422327629,0.8703961997262237,0.9089472955326183,0.9010038812834784,0.9423789457809434,0.8905670968863438,0.8886519632525509,0.4601335464668863,0.9508778746086034,0.42307049981639444,0.9918514861873228,0.9519873564549775,0.9108605779117892,0.9728316451805036,0.8198157114080415,0.8418600463012336,0.9988033001549871,0.9616973866569173,0.9658875366037106,0.967947120781371,0.9731095288253565,0.9782689595498468,0.9881118145473052,0.8679395156013314,0.9556643644538279,1.0061922044276557,0.966247116784765,0.9254412957661382,0.8719787702868333,0.9704017914908573,0.612275610511579,0.9831610496812115,0.623143013600804,0.9840865408242508,1.0179709883059405,0.7729012133329821,0.9004241009545635,0.9404034702941715,0.0,0.8162863115305576,0.8532081474548843,0.8414035457818895,0.5555633252821246,0.48168714431702375,0.9611706024953995,0.9270617446336701,0.9218894719859567,0.5482923828406571,0.6916876542121184,0.7827629718137634,0.8078004130540768,0.8915892959979836,0.9554749359633847,0.9041537558924289,0.5584008800789122,0.9284989810039902,0.9260417069603548,0.931986757369713,0.9722298696815157,0.5467945382713306,0.6714732323446092,0.912623947982737,0.8288807004134762,0.9770891271451148,0.5372448582247064,0.6202186855060579,0.7737457769353405,0.7362137512812219,0.9506427653856215,0.8235640949836998,0.8764200531916744,0.894309302497243,1.026351611299548,0.5815642020223203,0.9185411209965949,0.9619714027507832,0.9264530850872286,0.9957590353067808,0.9563076412435719,0.9250584305698358,0.8518197655692006,0.793299381618785,0.9754454130818292,0.8473346149121479,0.9654877384074648
